Date,PX_LAST,source
2024-10-21,1546.0,Baltic Dry Index (Freight Proxy)
2024-10-22,1480.0,Baltic Dry Index (Freight Proxy)
2024-10-23,1445.0,Baltic Dry Index (Freight Proxy)
2024-10-24,1417.0,Baltic Dry Index (Freight Proxy)
2024-10-25,1410.0,Baltic Dry Index (Freight Proxy)
2024-10-28,1382.0,Baltic Dry Index (Freight Proxy)
2024-10-29,1402.0,Baltic Dry Index (Freight Proxy)
2024-10-30,1395.0,Baltic Dry Index (Freight Proxy)
2024-10-31,1388.0,Baltic Dry Index (Freight Proxy)
2024-11-01,1378.0,Baltic Dry Index (Freight Proxy)
2024-11-04,1374.0,Baltic Dry Index (Freight Proxy)
2024-11-05,1405.0,Baltic Dry Index (Freight Proxy)
2024-11-06,1427.0,Baltic Dry Index (Freight Proxy)
2024-11-07,1451.0,Baltic Dry Index (Freight Proxy)
2024-11-08,1495.0,Baltic Dry Index (Freight Proxy)
2024-11-11,1558.0,Baltic Dry Index (Freight Proxy)
2024-11-12,1634.0,Baltic Dry Index (Freight Proxy)
2024-11-13,1630.0,Baltic Dry Index (Freight Proxy)
2024-11-14,1692.0,Baltic Dry Index (Freight Proxy)
2024-11-15,1785.0,Baltic Dry Index (Freight Proxy)
2024-11-18,1756.0,Baltic Dry Index (Freight Proxy)
2024-11-19,1627.0,Baltic Dry Index (Freight Proxy)
2024-11-20,1616.0,Baltic Dry Index (Freight Proxy)
2024-11-21,1576.0,Baltic Dry Index (Freight Proxy)
2024-11-22,1537.0,Baltic Dry Index (Freight Proxy)
2024-11-25,1529.0,Baltic Dry Index (Freight Proxy)
2024-11-26,1581.0,Baltic Dry Index (Freight Proxy)
2024-11-27,1509.0,Baltic Dry Index (Freight Proxy)
2024-11-28,1419.0,Baltic Dry Index (Freight Proxy)
2024-11-29,1354.0,Baltic Dry Index (Freight Proxy)
2024-12-02,1298.0,Baltic Dry Index (Freight Proxy)
2024-12-03,1237.0,Baltic Dry Index (Freight Proxy)
2024-12-04,1180.0,Baltic Dry Index (Freight Proxy)
2024-12-05,1160.0,Baltic Dry Index (Freight Proxy)
2024-12-06,1167.0,Baltic Dry Index (Freight Proxy)
2024-12-09,1168.0,Baltic Dry Index (Freight Proxy)
2024-12-10,1156.0,Baltic Dry Index (Freight Proxy)
2024-12-11,1106.0,Baltic Dry Index (Freight Proxy)
2024-12-12,1055.0,Baltic Dry Index (Freight Proxy)
2024-12-13,1051.0,Baltic Dry Index (Freight Proxy)
2024-12-16,1071.0,Baltic Dry Index (Freight Proxy)
2024-12-17,1053.0,Baltic Dry Index (Freight Proxy)
2024-12-18,1028.0,Baltic Dry Index (Freight Proxy)
2024-12-19,976.0,Baltic Dry Index (Freight Proxy)
2024-12-20,990.0,Baltic Dry Index (Freight Proxy)
2024-12-23,994.0,Baltic Dry Index (Freight Proxy)
2024-12-24,997.0,Baltic Dry Index (Freight Proxy)
2025-01-02,1029.0,Baltic Dry Index (Freight Proxy)
2025-01-03,1072.0,Baltic Dry Index (Freight Proxy)
2025-01-06,1043.0,Baltic Dry Index (Freight Proxy)
2025-01-07,1015.0,Baltic Dry Index (Freight Proxy)
2025-01-08,966.0,Baltic Dry Index (Freight Proxy)
2025-01-09,969.0,Baltic Dry Index (Freight Proxy)
2025-01-10,1048.0,Baltic Dry Index (Freight Proxy)
2025-01-13,1093.0,Baltic Dry Index (Freight Proxy)
2025-01-14,1080.0,Baltic Dry Index (Freight Proxy)
2025-01-15,1063.0,Baltic Dry Index (Freight Proxy)
2025-01-16,1023.0,Baltic Dry Index (Freight Proxy)
2025-01-17,987.0,Baltic Dry Index (Freight Proxy)
2025-01-20,957.0,Baltic Dry Index (Freight Proxy)
2025-01-21,928.0,Baltic Dry Index (Freight Proxy)
2025-01-22,893.0,Baltic Dry Index (Freight Proxy)
2025-01-23,824.0,Baltic Dry Index (Freight Proxy)
2025-01-24,778.0,Baltic Dry Index (Freight Proxy)
2025-01-27,761.0,Baltic Dry Index (Freight Proxy)
2025-01-28,746.0,Baltic Dry Index (Freight Proxy)
2025-01-29,726.0,Baltic Dry Index (Freight Proxy)
2025-01-30,715.0,Baltic Dry Index (Freight Proxy)
2025-01-31,735.0,Baltic Dry Index (Freight Proxy)
2025-02-03,738.0,Baltic Dry Index (Freight Proxy)
2025-02-04,753.0,Baltic Dry Index (Freight Proxy)
2025-02-05,771.0,Baltic Dry Index (Freight Proxy)
2025-02-06,793.0,Baltic Dry Index (Freight Proxy)
2025-02-07,815.0,Baltic Dry Index (Freight Proxy)
2025-02-10,809.0,Baltic Dry Index (Freight Proxy)
2025-02-11,801.0,Baltic Dry Index (Freight Proxy)
2025-02-12,776.0,Baltic Dry Index (Freight Proxy)
2025-02-13,780.0,Baltic Dry Index (Freight Proxy)
2025-02-14,792.0,Baltic Dry Index (Freight Proxy)
2025-02-17,806.0,Baltic Dry Index (Freight Proxy)
2025-02-18,841.0,Baltic Dry Index (Freight Proxy)
2025-02-19,904.0,Baltic Dry Index (Freight Proxy)
2025-02-20,941.0,Baltic Dry Index (Freight Proxy)
2025-02-21,981.0,Baltic Dry Index (Freight Proxy)
2025-02-24,1002.0,Baltic Dry Index (Freight Proxy)
2025-02-25,1039.0,Baltic Dry Index (Freight Proxy)
2025-02-26,1112.0,Baltic Dry Index (Freight Proxy)
2025-02-27,1159.0,Baltic Dry Index (Freight Proxy)
2025-02-28,1229.0,Baltic Dry Index (Freight Proxy)
2025-03-03,1276.0,Baltic Dry Index (Freight Proxy)
2025-03-04,1262.0,Baltic Dry Index (Freight Proxy)
2025-03-05,1228.0,Baltic Dry Index (Freight Proxy)
2025-03-06,1286.0,Baltic Dry Index (Freight Proxy)
2025-03-07,1400.0,Baltic Dry Index (Freight Proxy)
2025-03-10,1424.0,Baltic Dry Index (Freight Proxy)
2025-03-11,1436.0,Baltic Dry Index (Freight Proxy)
2025-03-12,1559.0,Baltic Dry Index (Freight Proxy)
2025-03-13,1650.0,Baltic Dry Index (Freight Proxy)
2025-03-14,1669.0,Baltic Dry Index (Freight Proxy)
2025-03-17,1658.0,Baltic Dry Index (Freight Proxy)
2025-03-18,1650.0,Baltic Dry Index (Freight Proxy)
2025-03-19,1637.0,Baltic Dry Index (Freight Proxy)
2025-03-20,1635.0,Baltic Dry Index (Freight Proxy)
2025-03-21,1643.0,Baltic Dry Index (Freight Proxy)
2025-03-24,1652.0,Baltic Dry Index (Freight Proxy)
2025-03-25,1642.0,Baltic Dry Index (Freight Proxy)
2025-03-26,1634.0,Baltic Dry Index (Freight Proxy)
2025-03-27,1621.0,Baltic Dry Index (Freight Proxy)
2025-03-28,1602.0,Baltic Dry Index (Freight Proxy)
2025-03-31,1598.0,Baltic Dry Index (Freight Proxy)
2025-04-01,1587.0,Baltic Dry Index (Freight Proxy)
2025-04-02,1583.0,Baltic Dry Index (Freight Proxy)
2025-04-03,1540.0,Baltic Dry Index (Freight Proxy)
